# activity_index; type; from_event; to_event; lower_bound; upper_bound
734; "wait"; 796; 797; 2; 5
735; "drive"; 797; 798; 14; 14
736; "wait"; 798; 799; 1; 5
737; "drive"; 799; 800; 12; 12
738; "wait"; 800; 801; 1; 5
739; "drive"; 801; 802; 17; 17
740; "wait"; 802; 803; 1; 5
741; "drive"; 803; 804; 13; 13
742; "wait"; 804; 805; 2; 5
743; "drive"; 805; 806; 3; 3
744; "wait"; 806; 807; 1; 5
745; "drive"; 807; 808; 7; 7
746; "drive"; 809; 810; 8; 8
747; "wait"; 810; 811; 2; 5
748; "drive"; 811; 812; 5; 5
749; "wait"; 812; 813; 0; 5
750; "drive"; 813; 814; 6; 6
751; "wait"; 814; 815; 2; 5
752; "drive"; 815; 816; 9; 9
753; "wait"; 816; 817; 0; 5
754; "drive"; 817; 818; 15; 15
755; "wait"; 818; 819; 1; 5
756; "drive"; 819; 820; 4; 4
757; "wait"; 820; 821; 1; 5
758; "drive"; 821; 822; 7; 7
759; "wait"; 822; 823; 0; 5
760; "drive"; 823; 824; 8; 8
761; "wait"; 824; 825; 0; 5
762; "drive"; 825; 826; 14; 14
763; "wait"; 826; 827; 2; 5
764; "drive"; 827; 828; 7; 7
765; "wait"; 828; 829; 0; 5
766; "drive"; 829; 830; 5; 5
767; "wait"; 830; 831; 0; 5
768; "drive"; 831; 832; 5; 5
769; "wait"; 832; 833; 1; 5
770; "drive"; 833; 834; 8; 8
771; "wait"; 834; 835; 1; 5
772; "drive"; 835; 836; 18; 18
773; "wait"; 836; 837; 2; 5
774; "drive"; 837; 838; 12; 12
775; "wait"; 838; 839; 2; 5
776; "drive"; 839; 840; 5; 5
777; "wait"; 840; 841; 1; 5
778; "drive"; 841; 842; 7; 7
779; "drive"; 843; 844; 8; 8
780; "wait"; 844; 845; 2; 5
781; "drive"; 845; 846; 5; 5
782; "wait"; 846; 847; 0; 5
783; "drive"; 847; 848; 6; 6
784; "wait"; 848; 849; 2; 5
785; "drive"; 849; 850; 9; 9
786; "wait"; 850; 851; 0; 5
787; "drive"; 851; 852; 15; 15
788; "wait"; 852; 853; 1; 5
789; "drive"; 853; 854; 4; 4
790; "wait"; 854; 855; 1; 5
791; "drive"; 855; 856; 7; 7
792; "wait"; 856; 857; 0; 5
793; "drive"; 857; 858; 8; 8
794; "wait"; 858; 859; 0; 5
795; "drive"; 859; 860; 14; 14
796; "wait"; 860; 861; 2; 5
797; "drive"; 861; 862; 7; 7
798; "wait"; 862; 863; 0; 5
799; "drive"; 863; 864; 5; 5
800; "wait"; 864; 865; 0; 5
801; "drive"; 865; 866; 5; 5
802; "wait"; 866; 867; 1; 5
803; "drive"; 867; 868; 8; 8
804; "wait"; 868; 869; 1; 5
805; "drive"; 869; 870; 18; 18
806; "wait"; 870; 871; 2; 5
807; "drive"; 871; 872; 12; 12
808; "wait"; 872; 873; 2; 5
809; "drive"; 873; 874; 5; 5
810; "wait"; 874; 875; 1; 5
811; "drive"; 875; 876; 7; 7
812; "drive"; 877; 878; 8; 9
813; "wait"; 878; 879; 1; 5
814; "drive"; 879; 880; 8; 8
815; "wait"; 880; 881; 1; 5
816; "drive"; 881; 882; 55; 57
817; "drive"; 883; 884; 8; 9
818; "wait"; 884; 885; 1; 5
819; "drive"; 885; 886; 8; 8
820; "wait"; 886; 887; 1; 5
821; "drive"; 887; 888; 55; 57
822; "drive"; 889; 890; 8; 9
823; "wait"; 890; 891; 1; 5
824; "drive"; 891; 892; 8; 8
825; "wait"; 892; 893; 1; 5
826; "drive"; 893; 894; 55; 57
827; "drive"; 895; 896; 8; 9
828; "wait"; 896; 897; 1; 5
829; "drive"; 897; 898; 8; 8
830; "wait"; 898; 899; 1; 5
831; "drive"; 899; 900; 55; 57
832; "drive"; 901; 902; 23; 23
833; "wait"; 902; 903; 2; 5
834; "drive"; 903; 904; 16; 16
835; "wait"; 904; 905; 1; 5
836; "drive"; 905; 906; 55; 55
837; "wait"; 906; 907; 2; 5
838; "drive"; 907; 908; 15; 15
839; "wait"; 908; 909; 1; 5
840; "drive"; 909; 910; 26; 26
841; "drive"; 911; 912; 23; 23
842; "wait"; 912; 913; 2; 5
843; "drive"; 913; 914; 16; 16
844; "wait"; 914; 915; 1; 5
845; "drive"; 915; 916; 55; 55
846; "wait"; 916; 917; 2; 5
847; "drive"; 917; 918; 15; 15
848; "wait"; 918; 919; 1; 5
849; "drive"; 919; 920; 26; 26
850; "drive"; 921; 922; 15; 15
851; "wait"; 922; 923; 0; 5
852; "drive"; 923; 924; 5; 5
853; "wait"; 924; 925; 0; 5
854; "drive"; 925; 926; 2; 2
855; "wait"; 926; 927; 0; 5
856; "drive"; 927; 928; 4; 4
857; "wait"; 928; 929; 1; 5
858; "drive"; 929; 930; 4; 4
859; "wait"; 930; 931; 1; 5
860; "drive"; 931; 932; 15; 15
861; "drive"; 933; 934; 15; 15
862; "wait"; 934; 935; 0; 5
863; "drive"; 935; 936; 5; 5
864; "wait"; 936; 937; 0; 5
865; "drive"; 937; 938; 2; 2
866; "wait"; 938; 939; 0; 5
867; "drive"; 939; 940; 4; 4
868; "wait"; 940; 941; 1; 5
869; "drive"; 941; 942; 4; 4
870; "wait"; 942; 943; 1; 5
871; "drive"; 943; 944; 15; 15
872; "drive"; 945; 946; 12; 12
873; "wait"; 946; 947; 0; 5
874; "drive"; 947; 948; 57; 57
875; "drive"; 949; 950; 7; 7
876; "wait"; 950; 951; 2; 5
877; "drive"; 951; 952; 37; 37
878; "wait"; 952; 953; 2; 5
879; "drive"; 953; 954; 13; 13
880; "wait"; 954; 955; 2; 5
881; "drive"; 955; 956; 5; 5
882; "wait"; 956; 957; 1; 5
883; "drive"; 957; 958; 10; 10
884; "wait"; 958; 959; 1; 5
885; "drive"; 959; 960; 9; 9
886; "wait"; 960; 961; 1; 5
887; "drive"; 961; 962; 10; 10
888; "wait"; 962; 963; 1; 5
889; "drive"; 963; 964; 13; 13
890; "wait"; 964; 965; 1; 5
891; "drive"; 965; 966; 10; 10
892; "wait"; 966; 967; 1; 5
893; "drive"; 967; 968; 15; 15
894; "wait"; 968; 969; 2; 5
895; "drive"; 969; 970; 7; 7
896; "drive"; 971; 972; 7; 7
897; "wait"; 972; 973; 2; 5
898; "drive"; 973; 974; 37; 37
899; "wait"; 974; 975; 2; 5
900; "drive"; 975; 976; 13; 13
901; "wait"; 976; 977; 2; 5
902; "drive"; 977; 978; 5; 5
903; "wait"; 978; 979; 1; 5
904; "drive"; 979; 980; 10; 10
905; "wait"; 980; 981; 1; 5
906; "drive"; 981; 982; 9; 9
907; "wait"; 982; 983; 1; 5
908; "drive"; 983; 984; 10; 10
909; "wait"; 984; 985; 1; 5
910; "drive"; 985; 986; 13; 13
911; "wait"; 986; 987; 1; 5
912; "drive"; 987; 988; 10; 10
913; "wait"; 988; 989; 1; 5
914; "drive"; 989; 990; 15; 15
915; "wait"; 990; 991; 2; 5
916; "drive"; 991; 992; 7; 7
917; "drive"; 993; 994; 7; 7
918; "wait"; 994; 995; 2; 5
919; "drive"; 995; 996; 14; 14
920; "wait"; 996; 997; 0; 5
921; "drive"; 997; 998; 17; 17
922; "wait"; 998; 999; 0; 5
923; "drive"; 999; 1000; 11; 11
924; "wait"; 1000; 1001; 2; 10
925; "drive"; 1001; 1002; 14; 14
926; "wait"; 1002; 1003; 1; 5
927; "drive"; 1003; 1004; 5; 5
928; "wait"; 1004; 1005; 2; 5
929; "drive"; 1005; 1006; 9; 9
930; "wait"; 1006; 1007; 1; 5
931; "drive"; 1007; 1008; 16; 16
932; "wait"; 1008; 1009; 2; 5
933; "drive"; 1009; 1010; 13; 13
934; "wait"; 1010; 1011; 1; 5
935; "drive"; 1011; 1012; 9; 9
936; "wait"; 1012; 1013; 1; 5
937; "drive"; 1013; 1014; 6; 6
938; "wait"; 1014; 1015; 1; 5
939; "drive"; 1015; 1016; 11; 11
940; "wait"; 1016; 1017; 2; 5
941; "drive"; 1017; 1018; 7; 7
942; "drive"; 1019; 1020; 7; 7
943; "wait"; 1020; 1021; 2; 5
944; "drive"; 1021; 1022; 14; 14
945; "wait"; 1022; 1023; 0; 5
946; "drive"; 1023; 1024; 17; 17
947; "wait"; 1024; 1025; 0; 5
948; "drive"; 1025; 1026; 11; 11
949; "wait"; 1026; 1027; 2; 10
950; "drive"; 1027; 1028; 14; 14
951; "wait"; 1028; 1029; 1; 5
952; "drive"; 1029; 1030; 5; 5
953; "wait"; 1030; 1031; 2; 5
954; "drive"; 1031; 1032; 9; 9
955; "wait"; 1032; 1033; 1; 5
956; "drive"; 1033; 1034; 16; 16
957; "wait"; 1034; 1035; 2; 5
958; "drive"; 1035; 1036; 13; 13
959; "wait"; 1036; 1037; 1; 5
960; "drive"; 1037; 1038; 9; 9
961; "wait"; 1038; 1039; 1; 5
962; "drive"; 1039; 1040; 6; 6
963; "wait"; 1040; 1041; 1; 5
964; "drive"; 1041; 1042; 11; 11
965; "wait"; 1042; 1043; 2; 5
966; "drive"; 1043; 1044; 7; 7
967; "drive"; 1045; 1046; 7; 7
968; "wait"; 1046; 1047; 2; 5
969; "drive"; 1047; 1048; 14; 14
970; "wait"; 1048; 1049; 0; 5
971; "drive"; 1049; 1050; 17; 17
972; "wait"; 1050; 1051; 0; 5
973; "drive"; 1051; 1052; 11; 11
974; "wait"; 1052; 1053; 2; 5
975; "drive"; 1053; 1054; 15; 15
976; "wait"; 1054; 1055; 1; 5
977; "drive"; 1055; 1056; 15; 15
978; "wait"; 1056; 1057; 1; 5
979; "drive"; 1057; 1058; 17; 17
980; "wait"; 1058; 1059; 1; 5
981; "drive"; 1059; 1060; 22; 22
982; "wait"; 1060; 1061; 2; 5
983; "drive"; 1061; 1062; 28; 28
984; "wait"; 1062; 1063; 1; 5
985; "drive"; 1063; 1064; 12; 12
986; "wait"; 1064; 1065; 1; 5
987; "drive"; 1065; 1066; 19; 19
988; "drive"; 1067; 1068; 7; 7
989; "wait"; 1068; 1069; 2; 5
990; "drive"; 1069; 1070; 14; 14
991; "wait"; 1070; 1071; 0; 5
992; "drive"; 1071; 1072; 17; 17
993; "wait"; 1072; 1073; 0; 5
994; "drive"; 1073; 1074; 11; 11
995; "wait"; 1074; 1075; 2; 5
996; "drive"; 1075; 1076; 15; 15
997; "wait"; 1076; 1077; 1; 5
998; "drive"; 1077; 1078; 15; 15
999; "wait"; 1078; 1079; 1; 5
1000; "drive"; 1079; 1080; 17; 17
1001; "wait"; 1080; 1081; 1; 5
1002; "drive"; 1081; 1082; 22; 22
1003; "wait"; 1082; 1083; 2; 5
1004; "drive"; 1083; 1084; 28; 28
1005; "wait"; 1084; 1085; 1; 5
1006; "drive"; 1085; 1086; 12; 12
1007; "wait"; 1086; 1087; 1; 5
1008; "drive"; 1087; 1088; 19; 19
1009; "drive"; 1089; 1090; 7; 7
1010; "wait"; 1090; 1091; 2; 5
1011; "drive"; 1091; 1092; 26; 26
1012; "wait"; 1092; 1093; 1; 5
1013; "drive"; 1093; 1094; 23; 23
1014; "wait"; 1094; 1095; 1; 5
1015; "drive"; 1095; 1096; 18; 18
1016; "wait"; 1096; 1097; 2; 5
1017; "drive"; 1097; 1098; 17; 17
1018; "wait"; 1098; 1099; 2; 5
1019; "drive"; 1099; 1100; 13; 13
1020; "wait"; 1100; 1101; 2; 5
1021; "drive"; 1101; 1102; 17; 17
1022; "wait"; 1102; 1103; 2; 5
1023; "drive"; 1103; 1104; 9; 9
1024; "wait"; 1104; 1105; 2; 5
1025; "drive"; 1105; 1106; 25; 25
1026; "wait"; 1106; 1107; 2; 7
1027; "drive"; 1107; 1108; 9; 9
1028; "wait"; 1108; 1109; 1; 5
1029; "drive"; 1109; 1110; 14; 14
1030; "wait"; 1110; 1111; 2; 5
1031; "drive"; 1111; 1112; 33; 33
1032; "wait"; 1112; 1113; 2; 5
1033; "drive"; 1113; 1114; 16; 16
1034; "drive"; 1115; 1116; 7; 7
1035; "wait"; 1116; 1117; 2; 5
1036; "drive"; 1117; 1118; 26; 26
1037; "wait"; 1118; 1119; 1; 5
1038; "drive"; 1119; 1120; 23; 23
1039; "wait"; 1120; 1121; 1; 5
1040; "drive"; 1121; 1122; 18; 18
1041; "wait"; 1122; 1123; 2; 5
1042; "drive"; 1123; 1124; 17; 17
1043; "wait"; 1124; 1125; 2; 5
1044; "drive"; 1125; 1126; 13; 13
1045; "wait"; 1126; 1127; 2; 5
1046; "drive"; 1127; 1128; 17; 17
1047; "wait"; 1128; 1129; 2; 5
1048; "drive"; 1129; 1130; 9; 9
1049; "wait"; 1130; 1131; 2; 5
1050; "drive"; 1131; 1132; 25; 25
1051; "wait"; 1132; 1133; 2; 7
1052; "drive"; 1133; 1134; 9; 9
1053; "wait"; 1134; 1135; 1; 5
1054; "drive"; 1135; 1136; 14; 14
1055; "wait"; 1136; 1137; 2; 5
1056; "drive"; 1137; 1138; 33; 33
1057; "wait"; 1138; 1139; 2; 5
1058; "drive"; 1139; 1140; 16; 16
1059; "drive"; 1141; 1142; 7; 7
1060; "wait"; 1142; 1143; 2; 5
1061; "drive"; 1143; 1144; 35; 35
1062; "wait"; 1144; 1145; 2; 5
1063; "drive"; 1145; 1146; 43; 43
1064; "wait"; 1146; 1147; 1; 5
1065; "drive"; 1147; 1148; 22; 22
1066; "wait"; 1148; 1149; 2; 5
1067; "drive"; 1149; 1150; 57; 57
1068; "wait"; 1150; 1151; 2; 11
1069; "drive"; 1151; 1152; 6; 6
1070; "wait"; 1152; 1153; 1; 5
1071; "drive"; 1153; 1154; 5; 5
1072; "wait"; 1154; 1155; 2; 5
1073; "drive"; 1155; 1156; 13; 13
1074; "wait"; 1156; 1157; 2; 5
1075; "drive"; 1157; 1158; 17; 17
1076; "wait"; 1158; 1159; 1; 5
1077; "drive"; 1159; 1160; 7; 7
1078; "wait"; 1160; 1161; 1; 5
1079; "drive"; 1161; 1162; 5; 5
1080; "wait"; 1162; 1163; 0; 5
1081; "drive"; 1163; 1164; 5; 5
1082; "wait"; 1164; 1165; 1; 5
1083; "drive"; 1165; 1166; 7; 7
1084; "drive"; 1167; 1168; 7; 7
1085; "wait"; 1168; 1169; 2; 5
1086; "drive"; 1169; 1170; 35; 35
1087; "wait"; 1170; 1171; 2; 5
1088; "drive"; 1171; 1172; 43; 43
1089; "wait"; 1172; 1173; 1; 5
1090; "drive"; 1173; 1174; 22; 22
1091; "wait"; 1174; 1175; 2; 5
1092; "drive"; 1175; 1176; 57; 57
1093; "wait"; 1176; 1177; 2; 11
1094; "drive"; 1177; 1178; 6; 6
1095; "wait"; 1178; 1179; 1; 5
1096; "drive"; 1179; 1180; 5; 5
1097; "wait"; 1180; 1181; 2; 5
1098; "drive"; 1181; 1182; 13; 13
1099; "wait"; 1182; 1183; 2; 5
1100; "drive"; 1183; 1184; 17; 17
1101; "wait"; 1184; 1185; 1; 5
1102; "drive"; 1185; 1186; 7; 7
1103; "wait"; 1186; 1187; 1; 5
1104; "drive"; 1187; 1188; 5; 5
1105; "wait"; 1188; 1189; 0; 5
1106; "drive"; 1189; 1190; 5; 5
1107; "wait"; 1190; 1191; 1; 5
1108; "drive"; 1191; 1192; 7; 7
1109; "drive"; 1193; 1194; 3; 3
1110; "wait"; 1194; 1195; 2; 5
1111; "drive"; 1195; 1196; 17; 17
1112; "wait"; 1196; 1197; 2; 5
1113; "drive"; 1197; 1198; 9; 9
1114; "wait"; 1198; 1199; 1; 5
1115; "drive"; 1199; 1200; 20; 20
1116; "wait"; 1200; 1201; 2; 12
1117; "drive"; 1201; 1202; 27; 27
1118; "wait"; 1202; 1203; 2; 5
1119; "drive"; 1203; 1204; 27; 27
1120; "drive"; 1205; 1206; 4; 4
1121; "wait"; 1206; 1207; 1; 5
1122; "drive"; 1207; 1208; 17; 17
1123; "wait"; 1208; 1209; 0; 5
1124; "drive"; 1209; 1210; 10; 10
1125; "wait"; 1210; 1211; 1; 5
1126; "drive"; 1211; 1212; 19; 19
1127; "wait"; 1212; 1213; 2; 10
1128; "drive"; 1213; 1214; 56; 56
1129; "wait"; 1214; 1215; 2; 7
1130; "drive"; 1215; 1216; 9; 9
1131; "wait"; 1216; 1217; 2; 5
1132; "drive"; 1217; 1218; 13; 13
1133; "wait"; 1218; 1219; 2; 5
1134; "drive"; 1219; 1220; 10; 10
1135; "wait"; 1220; 1221; 1; 5
1136; "drive"; 1221; 1222; 11; 11
1137; "wait"; 1222; 1223; 2; 5
1138; "drive"; 1223; 1224; 10; 10
1139; "wait"; 1224; 1225; 1; 5
1140; "drive"; 1225; 1226; 6; 6
1141; "drive"; 1227; 1228; 19; 19
1142; "wait"; 1228; 1229; 1; 5
1143; "drive"; 1229; 1230; 11; 11
1144; "wait"; 1230; 1231; 1; 5
1145; "drive"; 1231; 1232; 11; 11
1146; "wait"; 1232; 1233; 2; 5
1147; "drive"; 1233; 1234; 13; 13
1148; "wait"; 1234; 1235; 1; 5
1149; "drive"; 1235; 1236; 10; 10
1150; "wait"; 1236; 1237; 2; 10
1151; "drive"; 1237; 1238; 10; 10
1152; "wait"; 1238; 1239; 0; 5
1153; "drive"; 1239; 1240; 13; 13
1154; "wait"; 1240; 1241; 0; 5
1155; "drive"; 1241; 1242; 4; 4
1156; "wait"; 1242; 1243; 1; 5
1157; "drive"; 1243; 1244; 7; 7
1158; "wait"; 1244; 1245; 1; 5
1159; "drive"; 1245; 1246; 14; 14
1160; "drive"; 1247; 1248; 19; 19
1161; "wait"; 1248; 1249; 1; 5
1162; "drive"; 1249; 1250; 11; 11
1163; "wait"; 1250; 1251; 1; 5
1164; "drive"; 1251; 1252; 11; 11
1165; "wait"; 1252; 1253; 2; 5
1166; "drive"; 1253; 1254; 13; 13
1167; "wait"; 1254; 1255; 1; 5
1168; "drive"; 1255; 1256; 10; 10
1169; "wait"; 1256; 1257; 2; 10
1170; "drive"; 1257; 1258; 10; 10
1171; "wait"; 1258; 1259; 0; 5
1172; "drive"; 1259; 1260; 13; 13
1173; "wait"; 1260; 1261; 0; 5
1174; "drive"; 1261; 1262; 4; 4
1175; "wait"; 1262; 1263; 1; 5
1176; "drive"; 1263; 1264; 7; 7
1177; "wait"; 1264; 1265; 1; 5
1178; "drive"; 1265; 1266; 14; 14
1179; "drive"; 1267; 1268; 7; 7
1180; "wait"; 1268; 1269; 0; 5
1181; "drive"; 1269; 1270; 4; 4
1182; "wait"; 1270; 1271; 1; 5
1183; "drive"; 1271; 1272; 5; 5
1184; "wait"; 1272; 1273; 2; 5
1185; "drive"; 1273; 1274; 9; 9
1186; "wait"; 1274; 1275; 2; 5
1187; "drive"; 1275; 1276; 9; 9
1188; "wait"; 1276; 1277; 1; 5
1189; "drive"; 1277; 1278; 5; 6
1190; "wait"; 1278; 1279; 1; 5
1191; "drive"; 1279; 1280; 17; 18
1192; "drive"; 1281; 1282; 7; 7
1193; "wait"; 1282; 1283; 0; 5
1194; "drive"; 1283; 1284; 4; 4
1195; "wait"; 1284; 1285; 1; 5
1196; "drive"; 1285; 1286; 5; 5
1197; "wait"; 1286; 1287; 2; 5
1198; "drive"; 1287; 1288; 9; 9
1199; "wait"; 1288; 1289; 2; 5
1200; "drive"; 1289; 1290; 9; 9
1201; "wait"; 1290; 1291; 1; 5
1202; "drive"; 1291; 1292; 5; 6
1203; "wait"; 1292; 1293; 1; 5
1204; "drive"; 1293; 1294; 17; 18
1205; "drive"; 1295; 1296; 21; 21
1206; "wait"; 1296; 1297; 1; 5
1207; "drive"; 1297; 1298; 19; 19
1208; "wait"; 1298; 1299; 2; 5
1209; "drive"; 1299; 1300; 17; 17
1210; "wait"; 1300; 1301; 2; 5
1211; "drive"; 1301; 1302; 8; 8
1212; "wait"; 1302; 1303; 1; 5
1213; "drive"; 1303; 1304; 7; 7
1214; "wait"; 1304; 1305; 1; 5
1215; "drive"; 1305; 1306; 11; 11
1216; "wait"; 1306; 1307; 1; 5
1217; "drive"; 1307; 1308; 11; 11
1218; "wait"; 1308; 1309; 2; 5
1219; "drive"; 1309; 1310; 31; 31
1220; "drive"; 1311; 1312; 21; 21
1221; "wait"; 1312; 1313; 1; 5
1222; "drive"; 1313; 1314; 19; 19
1223; "wait"; 1314; 1315; 2; 5
1224; "drive"; 1315; 1316; 17; 17
1225; "wait"; 1316; 1317; 2; 5
1226; "drive"; 1317; 1318; 8; 8
1227; "wait"; 1318; 1319; 1; 5
1228; "drive"; 1319; 1320; 7; 7
1229; "wait"; 1320; 1321; 1; 5
1230; "drive"; 1321; 1322; 11; 11
1231; "wait"; 1322; 1323; 1; 5
1232; "drive"; 1323; 1324; 11; 11
1233; "wait"; 1324; 1325; 2; 5
1234; "drive"; 1325; 1326; 31; 31
1235; "drive"; 1327; 1328; 14; 14
1236; "wait"; 1328; 1329; 1; 5
1237; "drive"; 1329; 1330; 54; 54
1238; "wait"; 1330; 1331; 2; 5
1239; "drive"; 1331; 1332; 15; 15
1240; "wait"; 1332; 1333; 1; 5
1241; "drive"; 1333; 1334; 24; 24
1242; "drive"; 1335; 1336; 18; 18
1243; "wait"; 1336; 1337; 0; 5
1244; "drive"; 1337; 1338; 15; 15
1245; "wait"; 1338; 1339; 2; 5
1246; "drive"; 1339; 1340; 7; 7
1247; "wait"; 1340; 1341; 2; 5
1248; "drive"; 1341; 1342; 10; 10
1249; "wait"; 1342; 1343; 0; 5
1250; "drive"; 1343; 1344; 4; 4
1251; "wait"; 1344; 1345; 1; 5
1252; "drive"; 1345; 1346; 5; 5
1253; "wait"; 1346; 1347; 2; 5
1254; "drive"; 1347; 1348; 11; 11
1255; "drive"; 1349; 1350; 18; 18
1256; "wait"; 1350; 1351; 0; 5
1257; "drive"; 1351; 1352; 15; 15
1258; "wait"; 1352; 1353; 2; 5
1259; "drive"; 1353; 1354; 7; 7
1260; "wait"; 1354; 1355; 2; 5
1261; "drive"; 1355; 1356; 10; 10
1262; "wait"; 1356; 1357; 0; 5
1263; "drive"; 1357; 1358; 4; 4
1264; "wait"; 1358; 1359; 1; 5
1265; "drive"; 1359; 1360; 5; 5
1266; "wait"; 1360; 1361; 2; 5
1267; "drive"; 1361; 1362; 11; 11
1268; "drive"; 1363; 1364; 13; 13
1269; "wait"; 1364; 1365; 1; 5
1270; "drive"; 1365; 1366; 5; 5
1271; "wait"; 1366; 1367; 0; 5
1272; "drive"; 1367; 1368; 1; 1
1273; "wait"; 1368; 1369; 0; 5
1274; "drive"; 1369; 1370; 3; 3
1275; "wait"; 1370; 1371; 0; 5
1276; "drive"; 1371; 1372; 5; 5
1277; "wait"; 1372; 1373; 0; 5
1278; "drive"; 1373; 1374; 15; 15
1279; "drive"; 1375; 1376; 13; 13
1280; "wait"; 1376; 1377; 1; 5
1281; "drive"; 1377; 1378; 5; 5
1282; "wait"; 1378; 1379; 0; 5
1283; "drive"; 1379; 1380; 1; 1
1284; "wait"; 1380; 1381; 0; 5
1285; "drive"; 1381; 1382; 3; 3
1286; "wait"; 1382; 1383; 0; 5
1287; "drive"; 1383; 1384; 5; 5
1288; "wait"; 1384; 1385; 0; 5
1289; "drive"; 1385; 1386; 15; 15
1290; "drive"; 1387; 1388; 17; 17
1291; "wait"; 1388; 1389; 1; 5
1292; "drive"; 1389; 1390; 13; 13
1293; "wait"; 1390; 1391; 1; 5
1294; "drive"; 1391; 1392; 28; 28
1295; "wait"; 1392; 1393; 2; 5
1296; "drive"; 1393; 1394; 21; 21
1297; "wait"; 1394; 1395; 1; 5
1298; "drive"; 1395; 1396; 17; 17
1299; "wait"; 1396; 1397; 1; 5
1300; "drive"; 1397; 1398; 15; 15
1301; "wait"; 1398; 1399; 1; 5
1302; "drive"; 1399; 1400; 16; 16
1303; "wait"; 1400; 1401; 2; 5
1304; "drive"; 1401; 1402; 10; 10
1305; "wait"; 1402; 1403; 0; 5
1306; "drive"; 1403; 1404; 16; 16
1307; "wait"; 1404; 1405; 1; 5
1308; "drive"; 1405; 1406; 15; 15
1309; "wait"; 1406; 1407; 2; 5
1310; "drive"; 1407; 1408; 7; 7
1311; "drive"; 1409; 1410; 17; 17
1312; "wait"; 1410; 1411; 1; 5
1313; "drive"; 1411; 1412; 13; 13
1314; "wait"; 1412; 1413; 1; 5
1315; "drive"; 1413; 1414; 28; 28
1316; "wait"; 1414; 1415; 2; 5
1317; "drive"; 1415; 1416; 21; 21
1318; "wait"; 1416; 1417; 1; 5
1319; "drive"; 1417; 1418; 17; 17
1320; "wait"; 1418; 1419; 1; 5
1321; "drive"; 1419; 1420; 15; 15
1322; "wait"; 1420; 1421; 1; 5
1323; "drive"; 1421; 1422; 16; 16
1324; "wait"; 1422; 1423; 2; 5
1325; "drive"; 1423; 1424; 10; 10
1326; "wait"; 1424; 1425; 0; 5
1327; "drive"; 1425; 1426; 16; 16
1328; "wait"; 1426; 1427; 1; 5
1329; "drive"; 1427; 1428; 15; 15
1330; "wait"; 1428; 1429; 2; 5
1331; "drive"; 1429; 1430; 7; 7
1332; "drive"; 1431; 1432; 13; 13
1333; "wait"; 1432; 1433; 0; 5
1334; "drive"; 1433; 1434; 9; 9
1335; "wait"; 1434; 1435; 1; 5
1336; "drive"; 1435; 1436; 3; 3
1337; "wait"; 1436; 1437; 0; 5
1338; "drive"; 1437; 1438; 13; 13
1339; "wait"; 1438; 1439; 0; 5
1340; "drive"; 1439; 1440; 11; 11
1341; "wait"; 1440; 1441; 2; 10
1342; "drive"; 1441; 1442; 9; 9
1343; "wait"; 1442; 1443; 2; 5
1344; "drive"; 1443; 1444; 13; 13
1345; "wait"; 1444; 1445; 2; 5
1346; "drive"; 1445; 1446; 10; 10
1347; "wait"; 1446; 1447; 1; 5
1348; "drive"; 1447; 1448; 11; 11
1349; "wait"; 1448; 1449; 2; 5
1350; "drive"; 1449; 1450; 18; 18
1351; "drive"; 1451; 1452; 13; 13
1352; "wait"; 1452; 1453; 0; 5
1353; "drive"; 1453; 1454; 9; 9
1354; "wait"; 1454; 1455; 1; 5
1355; "drive"; 1455; 1456; 3; 3
1356; "wait"; 1456; 1457; 0; 5
1357; "drive"; 1457; 1458; 13; 13
1358; "wait"; 1458; 1459; 0; 5
1359; "drive"; 1459; 1460; 11; 11
1360; "wait"; 1460; 1461; 2; 10
1361; "drive"; 1461; 1462; 9; 9
1362; "wait"; 1462; 1463; 2; 5
1363; "drive"; 1463; 1464; 13; 13
1364; "wait"; 1464; 1465; 2; 5
1365; "drive"; 1465; 1466; 10; 10
1366; "wait"; 1466; 1467; 1; 5
1367; "drive"; 1467; 1468; 11; 11
1368; "wait"; 1468; 1469; 2; 5
1369; "drive"; 1469; 1470; 18; 18
1370; "drive"; 1471; 1472; 6; 6
1371; "wait"; 1472; 1473; 1; 5
1372; "drive"; 1473; 1474; 4; 4
1373; "wait"; 1474; 1475; 1; 5
1374; "drive"; 1475; 1476; 7; 7
1375; "wait"; 1476; 1477; 2; 5
1376; "drive"; 1477; 1478; 11; 11
1377; "wait"; 1478; 1479; 2; 5
1378; "drive"; 1479; 1480; 13; 13
1379; "wait"; 1480; 1481; 0; 5
1380; "drive"; 1481; 1482; 8; 8
1381; "wait"; 1482; 1483; 0; 5
1382; "drive"; 1483; 1484; 17; 17
1383; "wait"; 1484; 1485; 0; 5
1384; "drive"; 1485; 1486; 6; 6
1385; "wait"; 1486; 1487; 2; 5
1386; "drive"; 1487; 1488; 7; 7
1387; "wait"; 1488; 1489; 0; 5
1388; "drive"; 1489; 1490; 4; 4
1389; "wait"; 1490; 1491; 2; 5
1390; "drive"; 1491; 1492; 10; 10
1391; "wait"; 1492; 1493; 0; 5
1392; "drive"; 1493; 1494; 18; 18
1393; "wait"; 1494; 1495; 2; 5
1394; "drive"; 1495; 1496; 8; 8
1395; "drive"; 1497; 1498; 6; 6
1396; "wait"; 1498; 1499; 1; 5
1397; "drive"; 1499; 1500; 4; 4
